Eh,INTJ,dep,SEN:0,cmr-wiki-c001-a54,LIT
bien,ADV,fixed,SEN:0,cmr-wiki-c001-a54,LIT
tu,SCONJ,fixed,SEN:0,cmr-wiki-c001-a54,LIT
as,DET,nsubj,SEN:0,cmr-wiki-c001-a54,LIT
tort,NOUN,ROOT,SEN:0,cmr-wiki-c001-a54,LIT
:,PUNCT,punct,SEN:0,cmr-wiki-c001-a54,LIT
le,DET,det,SEN:0,cmr-wiki-c001-a54,LIT
meilleur,ADJ,appos,SEN:0,cmr-wiki-c001-a54,LIT
moyen,ADJ,amod,SEN:0,cmr-wiki-c001-a54,LIT
de,ADP,mark,SEN:0,cmr-wiki-c001-a54,LIT
saboter,VERB,acl,SEN:0,cmr-wiki-c001-a54,LIT
une,DET,det,SEN:0,cmr-wiki-c001-a54,LIT
bonne,ADJ,amod,SEN:0,cmr-wiki-c001-a54,LIT
cause,NOUN,obj,SEN:0,cmr-wiki-c001-a54,LIT
consiste,VERB,obj,SEN:0,cmr-wiki-c001-a54,LIT
à,ADP,case,SEN:0,cmr-wiki-c001-a54,LIT
la,DET,det,SEN:0,cmr-wiki-c001-a54,LIT
défendre,NOUN,obl:arg,SEN:0,cmr-wiki-c001-a54,LIT
avec,ADP,case,SEN:0,cmr-wiki-c001-a54,LIT
de,DET,det,SEN:0,cmr-wiki-c001-a54,LIT
mauvais,ADJ,amod,SEN:0,cmr-wiki-c001-a54,LIT
arguments,NOUN,obl:mod,SEN:0,cmr-wiki-c001-a54,LIT
.,PUNCT,punct,SEN:0,cmr-wiki-c001-a54,LIT
Et,CCONJ,cc,SEN:1,cmr-wiki-c001-a54,LIT
la,DET,det,SEN:1,cmr-wiki-c001-a54,LIT
"""",PUNCT,punct,SEN:1,cmr-wiki-c001-a54,LIT
cause,NOUN,nsubj,SEN:1,cmr-wiki-c001-a54,LIT
humaine,ADJ,amod,SEN:1,cmr-wiki-c001-a54,LIT
"""",PUNCT,punct,SEN:1,cmr-wiki-c001-a54,LIT
exige,VERB,advcl,SEN:1,cmr-wiki-c001-a54,LIT
justement,ADV,advmod,SEN:1,cmr-wiki-c001-a54,LIT
que,SCONJ,mark,SEN:1,cmr-wiki-c001-a54,LIT
l',DET,nsubj,SEN:1,cmr-wiki-c001-a54,LIT
on,PRON,fixed,SEN:1,cmr-wiki-c001-a54,LIT
traite,VERB,ccomp,SEN:1,cmr-wiki-c001-a54,LIT
les,DET,det,SEN:1,cmr-wiki-c001-a54,LIT
gens,NOUN,obj,SEN:1,cmr-wiki-c001-a54,LIT
humainement,NOUN,nmod,SEN:1,cmr-wiki-c001-a54,LIT
",",PUNCT,punct,SEN:1,cmr-wiki-c001-a54,LIT
c',PRON,expl:subj,SEN:1,cmr-wiki-c001-a54,LIT
est,AUX,ROOT,SEN:1,cmr-wiki-c001-a54,LIT
à,ADP,mark,SEN:1,cmr-wiki-c001-a54,LIT
dire,VERB,xcomp,SEN:1,cmr-wiki-c001-a54,LIT
en,ADP,case,SEN:1,cmr-wiki-c001-a54,LIT
fonction,NOUN,obl:mod,SEN:1,cmr-wiki-c001-a54,LIT
de,ADP,case,SEN:1,cmr-wiki-c001-a54,LIT
leurs,DET,det,SEN:1,cmr-wiki-c001-a54,LIT
capacités,NOUN,nmod,SEN:1,cmr-wiki-c001-a54,LIT
.,PUNCT,punct,SEN:1,cmr-wiki-c001-a54,LIT
Encore,ADV,advmod,SEN:2,cmr-wiki-c001-a54,ORAL
faut,VERB,ROOT,SEN:2,cmr-wiki-c001-a54,ORAL
-il,PRON,dep,SEN:2,cmr-wiki-c001-a54,ORAL
pour,ADP,case,SEN:3,cmr-wiki-c001-a54,ORAL
cela,PRON,ROOT,SEN:3,cmr-wiki-c001-a54,ORAL
les,PRON,obj,SEN:3,cmr-wiki-c001-a54,ORAL
mesurer,VERB,acl,SEN:3,cmr-wiki-c001-a54,ORAL
.,PUNCT,ROOT,SEN:3,cmr-wiki-c001-a54,ORAL
Inadmissible,PROPN,ROOT,SEN:0,cmr-wiki-c001-a55,ORAL
",",PUNCT,punct,SEN:0,cmr-wiki-c001-a55,ORAL
scandaleux,ADJ,dep,SEN:0,cmr-wiki-c001-a55,ORAL
",",PUNCT,punct,SEN:0,cmr-wiki-c001-a55,ORAL
inqualifiable,ADJ,conj,SEN:0,cmr-wiki-c001-a55,ORAL
!,PUNCT,punct,SEN:0,cmr-wiki-c001-a55,ORAL
Léon66,ADV,ROOT,SEN:1,cmr-wiki-c001-a55,ORAL
(,PUNCT,punct,SEN:1,cmr-wiki-c001-a55,ORAL
d,NOUN,appos,SEN:1,cmr-wiki-c001-a55,ORAL
),PUNCT,punct,SEN:1,cmr-wiki-c001-a55,ORAL
15,NUM,ROOT,SEN:1,cmr-wiki-c001-a55,ORAL
octobre,NOUN,nmod,SEN:1,cmr-wiki-c001-a55,ORAL
2009,NUM,nmod,SEN:1,cmr-wiki-c001-a55,ORAL
à,ADP,case,SEN:1,cmr-wiki-c001-a55,ORAL
16:49,NOUN,nmod,SEN:1,cmr-wiki-c001-a55,ORAL
(,PUNCT,punct,SEN:1,cmr-wiki-c001-a55,ORAL
CEST,PROPN,conj,SEN:1,cmr-wiki-c001-a55,ORAL
),PUNCT,punct,SEN:1,cmr-wiki-c001-a55,ORAL
La,DET,det,SEN:0,cmr-wiki-c001-a56,LIT
base,NOUN,nsubj,SEN:0,cmr-wiki-c001-a56,LIT
100,PRON,nummod,SEN:0,cmr-wiki-c001-a56,LIT
se,PRON,expl:comp,SEN:0,cmr-wiki-c001-a56,LIT
définit,VERB,ROOT,SEN:0,cmr-wiki-c001-a56,LIT
sur,ADP,case,SEN:0,cmr-wiki-c001-a56,LIT
