"Vase Carpe Koï Siamoise , Emile Gallé et Baccarat pour l' Escalier de Cristal , vase à décor japonisant de carpes koï siamoises , créé par Emile Gallé réalisé par la cristallerie de Baccarat pour l' Exposition Universelle de Paris en 1878 .",SEN:0,e18v-001-0,LIT
"Très bon état , je signale un petit éclat sur un œil , visible après une inspection minutieuse , vraiment sans gravité , voir les photos détaillées .",SEN:1,e18v-001-1,LIT
"Les photos font parties intégrantes de la description , merci de bien les détailler afin de voir l' état exacte de l' objet .",SEN:2,e18v-001-2,LIT
DIMENSIONS : Hauteur : 150 mm .,SEN:3,e18v-001-3,ORAL
Largeur : 110 mm .,SEN:4,e18v-001-4,ORAL
Épaisseur : 54 mm .,SEN:5,e18v-001-5,ORAL
Poids : 600 gr .,SEN:6,e18v-001-6,ORAL
"Pour toute question supplémentaire , vous pouvez me joindre au : 06####51 .",SEN:7,e18v-001-7,LIT
Bonnes enchères .,SEN:8,e18v-001-8,ORAL
Colis soigné avec papier bulle et particules de calage .,SEN:9,e18v-001-9,LIT
CONDITIONS de RETOUR : Conditions of return : ATTENTION : Objet à renvoyer dans le même état qu' il parait sur les photos de l' annonce .,SEN:10,e18v-001-10,LIT
"IMPERATIF : En cas de détérioration pendant le transport , pour une prise en charge de l' assurance , il faut impérativement vérifier le colis devant le facteur et faire une constatation d' accident .",SEN:11,e18v-001-11,LIT
MERCI et bonnes enchères .,SEN:12,e18v-001-12,ORAL
ATTENTION : The object is to send back in the same conditions as on the photos of the announcement .,SEN:13,e18v-001-13,LIT
"IMPERATIVE : in case of deterioration during the transport , for a coverage of the insurance , it is necessary to verify the parcel in front of the mailman and to make an observation of accident .",SEN:14,e18v-001-14,LIT
THANK YOU and good bids .,SEN:15,e18v-001-15,ORAL
"Magnifique ancien petit encrier en bronze Décor Chien de Chasse - Puits - Oie Possède sa plaque de fixation ovale d' origine ( voir photos ) Bon état , pas de manque ni cassure .",SEN:0,e18v-002-0,LIT
"Très beaux détails au niveau du chien ( collier , yeux ... ) ,",SEN:1,e18v-002-1,LIT
"de l' oie , de la barrière et du puits ( Bien regarder toutes les photos ) L' encrier + la plaque Pèsent 242 gr l' encrier sans la plaque mesure environ 8 cm X 6,5 cm et 5 cm de hauteur .",SEN:2,e18v-002-2,LIT
Méritera un nettoyage .,SEN:3,e18v-002-3,ORAL
"Vraiment très bel objet Envoi pour la France : 3,90 euros par Mondial Relay ou en colissimo : 8 euros Pour l' union Européenne en colissimo suivi : 13 € Pour le reste du Monde : 20 €",SEN:4,e18v-002-4,LIT
RARISSIME plaque de propreté litho BANANIA - 1920 VRAIMENT TRÈS TRÈS RARE !,SEN:0,e18v-003-0,LIT
"Dimensions : 22/6,5 cm",SEN:1,e18v-003-1,ORAL
"BONJOUR POUR VÉRITABLE COLLECTIONNEUR ET CONNAISSEUR UN ANCIEN DÉRAILLEUR ARRIERE POUR ANCIEN VÉLO DE COURSE JE PENSE DES ANNÉES 1900 1930 MODELE APPARAMENT TRES RARE A TROUVER AVEC TOUT UN TAS DE PIECES QUI ME SEMBLE FAIRE PARTI DU LOT AVEC SA MANETTE DE VITESSES UN AXE DE ROUE ARRIERE ET QUELQUES PIECES DE FIXATION LE TOUT DANS UN BON JUS ET QUI ME SEMBLE ENCORE EN BON ÉTAT DE FONCTIONNEMENT PARCONTRE ME DEMANDER PAS DE RENSEIGNEMENTS JE NE CONNAIS VRAIMENT PAS CE GENRE DE MODELE ( ( JE SUIS PRENNEUR DE TOUTES INFOS SUR SES PIECES MERCI ) ) POSSIBILITÉ D ENVOYER LE LOT DANS LE MONDE ENTIER UNION EUROPÉENE COMPTER 15,15 EUROS EN COLISSIMO INTERNATIONAL AVEC SUIVI DE LA POSTE HORS UNION EUROPÉENE ZONE B COMPTER 19,60 EUROS ZONE C COMPTER 26,70 EUROS ÉTAT UNIS CHINE JAPON CANADA INDONÉSIE ETC , , , , , , , , BONNE ENCHERE A TOUS",SEN:0,e18v-004-0,LIT
Très belle montre à gousset ancienne en argent Gravée au dos Vraiment en très bon état de visu .,SEN:0,e18v-005-0,LIT
"Quant à son fonctionnement mécanique , je n' en sais rien .",SEN:1,e18v-005-1,LIT
Envoi rapide et protégé .,SEN:2,e18v-005-2,ORAL
Magnifique parka eden park TAILLE XL Matiere simili cuir superbe etat vraiment parfait,SEN:0,e18v-006-0,LIT
Ancien Pot couvert faïence de Samson dlg Veuve Perrin Marseille 19ème Magnifique et très rare pot couvert à décor polychrome de fleurs de très haute qualité estampillé sous la base de la signature de Samson et à la manière de Marseille de la marque VP pour Veuve Perrin .,SEN:0,e18v-007-0,LIT
"Les prises sont de style rocaille ce qui confère une grande élégance à l' ensemble Cette pièce rare est vraiment en parfait état aucune usure , cassure , ni restauration .",SEN:1,e18v-007-1,LIT
"Juste à signaler , car les photos pourraient porter à confusion , sous la base une griffure superficielle de l' engobe et non un fêle de cuisson .",SEN:2,e18v-007-2,LIT
Cette pièce pour collectionneur a été conservée dans une vitrine .,SEN:3,e18v-007-3,LIT
"Dimensions : - Hauteur prise comprise : 15 cm - Largeur prises comprises : 16,5 cm - Poids : 450 g - L' envoi sera effectué en colissimo ou colissimo recommandé sur demande , dès réception du chèque ou du paiement paypal .",SEN:4,e18v-007-4,LIT
Envoi possible vers l' étranger .,SEN:5,e18v-007-5,ORAL
Me contacter pour connaître les tarifs .,SEN:6,e18v-007-6,ORAL
Comptez sur moi pour un envoi soigné .,SEN:7,e18v-007-7,ORAL
"Si vous souhaitez d' autres renseignements ou d' autres photos ( fournir votre mail personnel ) , n' hésitez pas à me contacter .",SEN:8,e18v-007-8,LIT
Je tiens à signaler que je ne pratique jamais d' enchères fictives : l' article est vendu au meilleur enchérisseur quel que soit son prix final .,SEN:9,e18v-007-9,LIT
Bonnes enchères à toutes et à tous !,SEN:10,e18v-007-10,ORAL
"HAUT DE GAMME ARMANI VESTE HOMME FACON BLOUSON , MOTIF RELIEF TYPE PEAUX SUR MATIERE NOUVELLE , MIX RAYON , ACETATE VRAIMENT TRES LEGER EQUILIBRE TEMPÉRATURE LUXURY BRAND JACKET STYLE WITH UNIQUE DESIGN AND NEW SYNTHETIC MIX OF MATERIAL EXTREMELY LIGHT TO WEAR BALANCE TEMPERATURE SEE PHOTOS",SEN:0,e18v-008-0,LIT
À saisir jolie pochette vintage Lanvin PARIS de couleur Bordeaux .,SEN:0,e18v-009-0,LIT
En bon état .,SEN:1,e18v-009-1,ORAL
"A signaler le CUIR ressort un peu marron sur un côté mais reste vraiment très discret à l oeil , certainement dû à son âge ; mis à part cela la pochette et en très bon état .",SEN:2,e18v-009-2,LIT
"L intérieur de la pochette et sérigraphiée Lanvin Paris , de couleur bleu marine avec un petit séparateur amovible .",SEN:3,e18v-009-3,LIT
Pochette en vente sur d autres supports je me garde le droit de la retirer de la vente .,SEN:4,e18v-009-4,LIT
"Longeur : 22,5 cm .",SEN:5,e18v-009-5,ORAL
"Hauteur:14,5 cm .",SEN:6,e18v-009-6,ORAL
"Profondeur : 5,5 cm .",SEN:7,e18v-009-7,ORAL
Poids total colis:500 g .,SEN:8,e18v-009-8,ORAL
"Si vous choisissez l envoie en colissimo simple je me dédouane de toute responsabilités en cas de casse , vole ou perte de ce dernier .",SEN:9,e18v-009-9,LIT
Bonnes enchères à tous et toutes .,SEN:10,e18v-009-10,ORAL
"LOT DE 3 TEE - SHIRT FILLE A MANCHES LONGUES , A MOTIFS SUR LE DEVANT , NEUFS , ETIQUETTES EN 10 ANS ET A MOINDRE COUT IDEAL POUR LA SAISON:1 BLANC,1 SAUMON,1 ROUGE ...",SEN:0,e18v-010-0,LIT
D' AUTRES LOT ENFANT SONT EN VENTE ALORS PROFITEZ -EN POUR REGROUPER VOS ACHATS ET AINSI REDUIRE VOS FRAIS DE PORT CAR CELA VAUT VRAIMENT LE COÛT AVEC MONDIAL RELAI .....,SEN:1,e18v-010-1,LIT
P.S : MERCI,SEN:2,e18v-010-2,ORAL
D' ENCHERIR SEULEMENT SI VS DESIREZ ACQUERIR CET ARTICLE ET REGLER VOTRE ACHAT CAR EBAY N' EST PAS UN JEU : LES PERSONNES AU PROFIL INFERIEUR A 20 DEVRONT M' ENVOYER UN MAIL AFIN DE CONFIRMER LEUR ACHAT .,SEN:3,e18v-010-3,LIT
MERCI DE VOTRE COMPREHENSION ...,SEN:4,e18v-010-4,LIT
Charme et romantisme dans un boudoir avec Ce majestueux éventail du XIXème en soie peinte de fleurs et dentelle Chantilly rebrodée .,SEN:0,e18v-011-0,LIT
Il est composé de 16 brins et 2 panaches sculptés .,SEN:1,e18v-011-1,LIT
"Très grand , ouvert , il mesure 67 cm .",SEN:2,e18v-011-2,ORAL
"Monture et soie sont en bon état général , rien n' est cassé , il est propre .",SEN:3,e18v-011-3,LIT
"A noter cependant quelques minuscules trous dans le voile , vraiment très discrets , vous pouvez les voir entourés sur la photo n° 8 .",SEN:4,e18v-011-4,LIT
"Dimensions : fermé : 35 cm / ouvert : 67 cm Attention : Les frais de livraison ne sont pas gratuits , ils varient en fonction du pays .",SEN:5,e18v-011-5,LIT
"Regardez ci dessous pour votre pays 1 ) Par Mondial relay pour - Belgique France et Luxembourg : 5,95 euro - Allemagne , Angleterre , Autriche , Espagne , Italie et Portugal : 12,30 euros Si vous souhaitez un autre service de livraison prévenez -moi",SEN:6,e18v-011-6,LIT
avant le paiement .,SEN:7,e18v-011-7,ORAL
2 ) Par colissimo internationaux pour les autres Pays : les frais varient en fonction du Pays .,SEN:8,e18v-011-8,LIT
"Donc , prévenez -moi",SEN:9,e18v-011-9,ORAL
avant la fin des enchères afin que je vous renseigne sur les frais d' envoi .,SEN:10,e18v-011-10,LIT
Merci et bonnes enchères,SEN:11,e18v-011-11,ORAL
HARAUCOURT Edmond .,SEN:0,e18v-012-0,ORAL
Le Gorilloïde .,SEN:1,e18v-012-1,ORAL
"Paris , L' Oeuvre , troisième année , IV septembre 1906 [ Tours , Arrault et Cie].",SEN:2,e18v-012-2,LIT
Plaquette in-8,SEN:3,e18v-012-3,ORAL
"de 23 pages , agrafée , sous papier cristal .",SEN:4,e18v-012-4,ORAL
Édition originale de ce récit qui inspira très certainement Pierre Boulle pour son célèbre roman La Planète des singes ( 1963 ) .,SEN:5,e18v-012-5,LIT
Rarissime .,SEN:6,e18v-012-6,ORAL
""" Quatre mille siècles ont passé .",SEN:7,e18v-012-7,ORAL
La face du monde est changée .,SEN:8,e18v-012-8,ORAL
Notre continent s' est englouti sous des mers nouvelles : les eaux glacées du Pôle descendent jusqu' aux rivages de l' Afrique .,SEN:9,e18v-012-9,LIT
Les seules régions habitables ceinturent le globe entre les deux tropiques .,SEN:10,e18v-012-10,LIT
"Toutes nos espèces animales ou végétales se sont transformées pendant la période Quintaire , et la plupart ont cessé d' être .",SEN:11,e18v-012-11,LIT
L' Humanité n' existe plus .,SEN:12,e18v-012-12,ORAL
"En revanche , plusieurs races de singes se sont perfectionnées , et parmi elles , les Gorilles , parvenus à leur plus haut degré de développement , constituent l' être supérieur .",SEN:13,e18v-012-13,LIT
[ ... ],SEN:14,e18v-012-14,ORAL
""" Un seul exemplaire répertorié dans les fonds publics ( BnF , Arsenal ) .",SEN:15,e18v-012-15,LIT
Cette plaquette est vraiment introuvable .,SEN:16,e18v-012-16,LIT
Elle a été rééditée en 1997 à très petit nombre .,SEN:17,e18v-012-17,LIT
Premier plat de la couverture désolidarisé .,SEN:18,e18v-012-18,LIT
Mots clés : planète des singes - planet of the Apes - science - fiction,SEN:19,e18v-012-19,LIT
- SF - récit conjectural - polaire - pôle nord,SEN:20,e18v-012-20,LIT
"Bonjour , Je mets en vente cette figurine Hot Toys à l' effigie de Michael Jackson , version Bad .",SEN:0,e18v-013-0,LIT
