ENSEMBLE,NOUN,ROOT,e05p-001-sen_no-0,SEN:0,LIT
COTELAC,NOUN,ROOT,e05p-001-sen_no-0,SEN:0,LIT
bon,ADJ,amod,e05p-001-sen_no-0,SEN:0,LIT
etat,NOUN,ROOT,e05p-001-sen_no-0,SEN:0,LIT
de,ADP,case,e05p-001-sen_no-0,SEN:0,LIT
couleur,NOUN,nmod,e05p-001-sen_no-0,SEN:0,LIT
kaki,ADJ,amod,e05p-001-sen_no-0,SEN:0,LIT
composé,VERB,ROOT,e05p-001-sen_no-0,SEN:0,LIT
de,ADP,case,e05p-001-sen_no-0,SEN:0,LIT
4,NUM,nummod,e05p-001-sen_no-0,SEN:0,LIT
pièces,NOUN,obl:agent,e05p-001-sen_no-0,SEN:0,LIT
matiere,VERB,amod,e05p-001-sen_no-0,SEN:0,LIT
polyester,VERB,xcomp,e05p-001-sen_no-0,SEN:0,LIT
la,DET,det,e05p-001-sen_no-0,SEN:0,LIT
jupe,NOUN,obj,e05p-001-sen_no-0,SEN:0,LIT
taille,NOUN,amod,e05p-001-sen_no-0,SEN:0,LIT
1,PRON,punct,e05p-001-sen_no-0,SEN:0,LIT
soit,AUX,advmod,e05p-001-sen_no-0,SEN:0,LIT
32cmx2,NUM,flat:name,e05p-001-sen_no-0,SEN:0,LIT
a,AUX,aux:tense,e05p-001-sen_no-0,SEN:0,LIT
plat,ADJ,flat:name,e05p-001-sen_no-0,SEN:0,LIT
monté,VERB,acl,e05p-001-sen_no-0,SEN:0,LIT
sur,ADP,case,e05p-001-sen_no-0,SEN:0,LIT
elastique,ADJ,amod,e05p-001-sen_no-0,SEN:0,LIT
tissu,NOUN,xcomp,e05p-001-sen_no-0,SEN:0,LIT
gaufré,VERB,acl,e05p-001-sen_no-0,SEN:0,LIT
avec,ADP,case,e05p-001-sen_no-0,SEN:0,LIT
des,DET,det,e05p-001-sen_no-0,SEN:0,LIT
impression,NOUN,obl:mod,e05p-001-sen_no-0,SEN:0,LIT
de,ADP,case,e05p-001-sen_no-0,SEN:0,LIT
fils,NOUN,nmod,e05p-001-sen_no-0,SEN:0,LIT
ja,DET,amod,e05p-001-sen_no-0,SEN:0,LIT
une,DET,dep,e05p-001-sen_no-0,SEN:0,LIT
et,CCONJ,cc,e05p-001-sen_no-0,SEN:0,LIT
vert,PROPN,conj,e05p-001-sen_no-0,SEN:0,LIT
d',ADP,case,e05p-001-sen_no-0,SEN:0,LIT
eau,NOUN,nmod,e05p-001-sen_no-0,SEN:0,LIT
fendu,VERB,acl,e05p-001-sen_no-0,SEN:0,LIT
derriere,VERB,xcomp,e05p-001-sen_no-0,SEN:0,LIT
2,NUM,nummod,e05p-001-sen_no-0,SEN:0,LIT
poches,ADJ,advmod,e05p-001-sen_no-0,SEN:0,LIT
