Vous,PRON,nsubj,SEN:0,muller_0-0,ORAL
dites,VERB,ROOT,SEN:0,muller_0-0,ORAL
quoi,PRON,obj,SEN:0,muller_0-0,ORAL
?,PUNCT,punct,SEN:0,muller_0-0,ORAL
Faut,VERB,ROOT,SEN:0,muller_1-0,ORAL
partir,VERB,xcomp,SEN:0,muller_1-0,ORAL
parce,SCONJ,mark,SEN:0,muller_1-0,ORAL
qu,NUM,det,SEN:0,muller_1-0,ORAL
’,PROPN,nsubj,SEN:0,muller_1-0,ORAL
il,PRON,nsubj,SEN:0,muller_1-0,ORAL
pleut,VERB,advcl,SEN:0,muller_1-0,ORAL
.,PUNCT,punct,SEN:0,muller_1-0,ORAL
Je,PRON,nsubj,SEN:0,muller_2-0,ORAL
n,NOUN,iobj,SEN:0,muller_2-0,ORAL
’,PRON,nsubj,SEN:0,muller_2-0,ORAL
sais,VERB,ROOT,SEN:0,muller_2-0,ORAL
pas,ADV,advmod,SEN:0,muller_2-0,ORAL
.,PUNCT,punct,SEN:0,muller_2-0,ORAL
Il,PRON,expl:subj,SEN:0,muller_lit_0-0,LIT
faut,VERB,ROOT,SEN:0,muller_lit_0-0,LIT
partir,VERB,xcomp,SEN:0,muller_lit_0-0,LIT
",",PUNCT,punct,SEN:0,muller_lit_0-0,LIT
car,CCONJ,cc,SEN:0,muller_lit_0-0,LIT
il,PRON,nsubj,SEN:0,muller_lit_0-0,LIT
pleut,VERB,conj,SEN:0,muller_lit_0-0,LIT
.,PUNCT,punct,SEN:0,muller_lit_0-0,LIT
Elle,PRON,nsubj,SEN:0,muller_lit_1-0,LIT
m,VERB,aux:tense,SEN:0,muller_lit_1-0,LIT
',PUNCT,punct,SEN:0,muller_lit_1-0,LIT
a,AUX,aux:tense,SEN:0,muller_lit_1-0,LIT
dit,VERB,ROOT,SEN:0,muller_lit_1-0,LIT
que,SCONJ,mark,SEN:0,muller_lit_1-0,LIT
j,NUM,aux:tense,SEN:0,muller_lit_1-0,LIT
',PUNCT,punct,SEN:0,muller_lit_1-0,LIT
étais,VERB,ccomp,SEN:0,muller_lit_1-0,LIT
une,DET,det,SEN:0,muller_lit_1-0,LIT
imbécile,ADJ,obj,SEN:0,muller_lit_1-0,LIT
false,NOUN,amod,SEN:0,muller_lit_1-0,LIT
.,PUNCT,punct,SEN:0,muller_lit_1-0,LIT
